arm,stratum,k,age,dropped,regime,mechanisms,target_frac,n_top,b1,b2,n_dropped,lev_hit,lam_ratio
C,1,16,3.0,"[2, 3, 8, 9, 10, 13, 14, 15, 16, 18, 19, 23, 24, 33, 34, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.31355275202433414,0.7797641158609588
C,1,16,3.0,"[1, 3, 7, 8, 15, 19, 21, 23, 25, 30, 31, 35, 37, 39, 42, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.5925757468374486,0.7752125328125398
C,1,16,3.0,"[0, 1, 2, 3, 4, 9, 11, 15, 21, 23, 27, 30, 35, 37, 40, 42]",,,,,0.6444444444444445,1.0666666666666667,16,0.4534169771297959,0.5215438549516372
C,1,16,3.0,"[5, 7, 9, 15, 17, 18, 21, 22, 23, 26, 29, 32, 35, 37, 42, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.23431333548204014,0.99222258516891
C,1,16,3.0,"[0, 1, 4, 7, 8, 19, 20, 22, 28, 30, 31, 35, 36, 38, 40, 42]",,,,,0.6444444444444445,1.0666666666666667,16,0.7746137134075877,0.5044892020654622
C,1,16,3.0,"[0, 3, 4, 14, 18, 21, 28, 29, 30, 32, 33, 38, 39, 40, 42, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.21803658117686942,0.9556641419955128
C,1,16,3.0,"[1, 4, 5, 7, 11, 19, 22, 24, 25, 31, 37, 38, 39, 41, 42, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.644680382963068,4.902680276139564e-13
C,1,16,3.0,"[4, 8, 11, 12, 13, 14, 21, 23, 25, 27, 30, 32, 33, 38, 39, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.4537948881144258,0.7775615172388114
C,1,16,3.0,"[0, 1, 7, 19, 24, 25, 26, 29, 31, 33, 36, 37, 38, 39, 40, 41]",,,,,0.6444444444444445,1.0666666666666667,16,0.4705081097980082,4.858825334980409e-13
C,1,16,3.0,"[0, 1, 2, 3, 5, 6, 8, 11, 14, 15, 23, 24, 25, 28, 32, 38]",,,,,0.6444444444444445,1.0666666666666667,16,0.500460185198742,4.902680401122132e-13
C,1,16,3.0,"[1, 7, 9, 10, 13, 15, 16, 17, 27, 28, 31, 32, 33, 34, 38, 40]",,,,,0.6444444444444445,1.0666666666666667,16,0.42642799939488213,0.9862273470681505
C,1,16,3.0,"[3, 4, 9, 12, 20, 21, 24, 25, 26, 29, 30, 34, 37, 39, 42, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.3526011686665656,4.858825370093307e-13
C,1,16,3.0,"[0, 1, 6, 8, 11, 14, 16, 22, 24, 25, 26, 34, 36, 37, 39, 40]",,,,,0.6444444444444445,1.0666666666666667,16,0.5612518555429761,4.858825631194424e-13
C,1,16,3.0,"[3, 4, 9, 14, 16, 17, 18, 20, 22, 23, 31, 34, 36, 37, 40, 42]",,,,,0.6444444444444445,1.0666666666666667,16,0.29433202297953226,0.9881784016438575
C,1,16,3.0,"[0, 6, 9, 11, 12, 13, 15, 17, 19, 30, 31, 32, 36, 38, 39, 40]",,,,,0.6444444444444445,1.0666666666666667,16,0.07776741956378648,0.9973287785198917
C,1,16,3.0,"[4, 11, 13, 14, 15, 16, 17, 18, 19, 23, 25, 26, 28, 31, 33, 43]",,,,,0.6444444444444445,1.0666666666666667,16,0.3483824324271859,4.859308107625474e-13
C,1,16,3.0,"[0, 1, 5, 7, 14, 15, 18, 21, 27, 31, 32, 33, 35, 36, 37, 39]",,,,,0.6444444444444445,1.0666666666666667,16,0.3775029708212836,0.9886477259611314
C,1,16,3.0,"[1, 2, 5, 9, 12, 13, 14, 15, 22, 23, 24, 27, 37, 42, 43, 44]",,,,,0.6444444444444445,1.0666666666666667,16,0.26100100660217507,0.9824429830654338
C,1,16,3.0,"[0, 8, 9, 11, 12, 13, 16, 17, 20, 22, 29, 33, 38, 39, 41, 42]",,,,,0.6444444444444445,1.0666666666666667,16,0.3255746836913705,0.7820344803177922
C,1,16,3.0,"[5, 8, 13, 18, 19, 21, 23, 25, 26, 29, 30, 31, 34, 35, 37, 40]",,,,,0.6444444444444445,1.0666666666666667,16,0.2764591130921056,4.859307888057806e-13
