event_id,arm,regime,stratum,configured_b1,configured_b2,lev_hit,precomputed_lam_ratio,expected_availability,mean_configured_age,mean_freshness,lam_min,lam_ratio,observability_loss,u_lmax,u_trace
69,C,,0,0.8222222222222222,0.5333333333333333,0.0520671510510336,0.9962425521847976,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.666318328501514,0.9962425521846681,0.003757447815331938,1.50713488967149e-06,7.346345157459199e-06
70,C,,0,0.8222222222222222,0.5333333333333333,0.0628711975346031,0.996031849812666,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.665119918819302,0.9960318498112478,0.003968150188752184,1.5919852398891655e-06,3.6452622811952724e-06
71,C,,0,0.8222222222222222,0.5333333333333333,0.2083941988638775,0.9560120129151208,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.437499511713733,0.9560120129158267,0.043987987084173286,1.838555168857797e-05,1.67438181239502e-05
72,C,,0,0.8222222222222222,0.5333333333333333,0.442077203655249,0.7774745753469957,0.8222222222222222,0.5333333333333333,0.8222222222222222,4.42203399821311,0.7774745753460405,0.22252542465395952,0.00011433920443781142,6.0213597538144576e-05
73,C,,0,0.8222222222222222,0.5333333333333333,0.0957627516748159,0.995382252723642,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.661425212273932,0.9953822527245789,0.00461774727542108,1.8538054084399771e-06,2.326810974872534e-06
74,C,,0,0.8222222222222222,0.5333333333333333,0.2005156964523745,0.9927346321452896,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.64636636844232,0.9927346321459231,0.007265367854076943,2.9244698614524206e-06,7.0196477683767824e-06
75,C,,0,0.8222222222222222,0.5333333333333333,0.2611804107001668,0.9908858973498984,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.635851338911593,0.9908858973504745,0.009114102649525502,3.675463950959727e-06,5.4063492572444305e-06
76,C,,0,0.8222222222222222,0.5333333333333333,0.0411530713679112,0.9967785205967497,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.669366750417394,0.9967785205954677,0.0032214794045323236,1.2914606445393844e-06,2.2933151560380517e-05
77,C,,0,0.8222222222222222,0.5333333333333333,0.0472041674237001,0.996029457658447,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.6651063129835135,0.9960294576560978,0.00397054234390215,1.5929487723863024e-06,9.698663356551536e-06
78,C,,0,0.8222222222222222,0.5333333333333333,0.2643007968498385,0.9887736855991494,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.6238377342508,0.9887736855977382,0.01122631440226185,4.536921498913262e-06,5.068324305542192e-06
79,C,,0,0.8222222222222222,0.5333333333333333,0.1120279905598833,0.993618497358,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.651393519333241,0.9936184973549419,0.006381502645058101,2.566412071279923e-06,9.991650637536847e-06
80,C,,0,0.8222222222222222,0.5333333333333333,0.2094016068794892,0.9924574357510426,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.64478976140513,0.9924574357500514,0.007542564249948591,3.036894612325403e-06,9.91777559601015e-06
81,C,,0,0.8222222222222222,0.5333333333333333,0.2603922188001844,0.9885022631074686,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.622293967400237,0.9885022631082098,0.011497736891790233,4.647886795685033e-06,6.402095957967204e-06
82,C,,0,0.8222222222222222,0.5333333333333333,0.0487646121889435,0.9965951820805278,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.668323977869468,0.9965951820810626,0.0034048179189374306,1.3652101749438665e-06,6.914199388716375e-06
83,C,,0,0.8222222222222222,0.5333333333333333,0.0301408908694609,0.9991180002543562,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.682672984352539,0.999118000251744,0.0008819997482559794,3.527582544834627e-07,4.128989310931588e-06
84,C,,0,0.8222222222222222,0.5333333333333333,0.215630140687824,0.7836884890252284,0.8222222222222222,0.5333333333333333,0.8222222222222222,4.457376809953904,0.7836884890248617,0.21631151097513834,0.00011026617515246193,5.8859440885197294e-05
85,C,,0,0.8222222222222222,0.5333333333333333,0.0608706384857469,0.9962206229951872,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.666193602083168,0.9962206229957071,0.003779377004292872,1.5159641548763523e-06,7.759880658669278e-06
86,C,,0,0.8222222222222222,0.5333333333333333,0.1754879845631192,0.9961460261572134,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.665769318421402,0.9961460261563588,0.0038539738436411675,1.5460017014828575e-06,9.608402413705982e-06
87,C,,0,0.8222222222222222,0.5333333333333333,0.0782972512958942,0.9968670841986144,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.669870472693223,0.9968670841982464,0.0031329158017535663,1.2558448635022996e-06,1.1840157912561254e-05
88,C,,0,0.8222222222222222,0.5333333333333333,0.0612946894299613,0.9965609922815248,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.668129516897263,0.9965609922802044,0.0034390077197955504,1.3789663221494141e-06,1.4793281386733515e-05
89,C,,0,0.8222222222222222,0.5333333333333333,0.2210829851464255,0.9921242876838278,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.642894918650055,0.9921242876858472,0.00787571231415285,3.1720951663019826e-06,9.048684710976286e-06
90,C,,0,0.8222222222222222,0.5333333333333333,0.0625991250553652,0.9985117997801768,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.679225104273784,0.99851179977903,0.0014882002209699596,5.955708136802961e-07,1.1917645819814614e-06
91,C,,0,0.8222222222222222,0.5333333333333333,0.1939641914396849,0.9954268456547506,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.661678843003962,0.9954268456526759,0.004573154347324082,1.8358213116178508e-06,8.003005015364637e-06
