stratum,events,configured_b1,configured_b2,lam_ratio_min,lam_ratio_median,lam_ratio_max,u_lmax_min,u_lmax_median,u_lmax_max,near_unobservable_fraction
0,100,0.8222222222222222,0.5333333333333333,4.859307792057847e-13,0.9934426148948176,0.9997386363476782,1.0446829114905467e-07,2.6376247194773094e-06,0.39997816612625764,0.1
1,100,0.6444444444444445,1.0666666666666669,4.858825209685379e-13,0.7763082236057117,0.9984993167517736,6.005739638298978e-07,0.00011511141227975113,0.39997816612627696,0.3
2,100,0.4666666666666667,1.6,4.858825173301252e-13,4.902680126080535e-13,0.9930472611268597,2.7977496697513195e-06,0.3999781661245212,0.39997816612627696,0.53
